image,label
Dataset/0_260_pia_sax.wav.png,pia
Dataset/0_545_gel_voi.wav.png,gel
Dataset/0_605_flu_pia.wav.png,flu
Dataset/2_693_pia.wav.png,pia
Dataset/0_378_gac.wav.png,gac
Dataset/2_201_org_voi.wav.png,org
Dataset/0_723_gel_org_sax.wav.png,gel
Dataset/2_44_gac_gel_voi.wav.png,gac
Dataset/0_458_pia_sax_tru.wav.png,pia
Dataset/2_99_pia.wav.png,pia
Dataset/0_338_voi.wav.png,voi
Dataset/2_622_cel_pia_voi.wav.png,cel
Dataset/0_254_pia.wav.png,pia
Dataset/2_479_voi.wav.png,voi
Dataset/0_282_gel_sax.wav.png,gel
Dataset/2_718_flu_gel_sax.wav.png,flu
Dataset/2_46_gel_org_voi.wav.png,gel
Dataset/2_668_cla_vio.wav.png,cla
Dataset/2_25_gac_gel.wav.png,gac
Dataset/2_162_gel_voi.wav.png,gel
Dataset/0_206_voi.wav.png,voi
Dataset/0_406_pia_sax.wav.png,pia
Dataset/0_346_cel_vio_voi.wav.png,cel
Dataset/2_184_gel_org_voi.wav.png,gel
Dataset/2_231_gel.wav.png,gel
Dataset/2_105_gac_gel.wav.png,gac
Dataset/0_154_gac.wav.png,gac
Dataset/2_439_gac.wav.png,gac
Dataset/2_454_gel_voi.wav.png,gel
Dataset/0_76_pia_tru.wav.png,pia
Dataset/2_244_gel.wav.png,gel
Dataset/0_225_pia.wav.png,pia
Dataset/0_166_gac.wav.png,gac
Dataset/0_425_gac_voi.wav.png,gac
Dataset/0_215_pia_sax.wav.png,pia
Dataset/2_626_pia_voi.wav.png,pia
Dataset/0_591_gel_pia.wav.png,gel
Dataset/2_452_gac_voi.wav.png,gac
Dataset/0_98_pia_voi.wav.png,pia
Dataset/2_618_cel_pia_voi.wav.png,cel
Dataset/2_650_gel_voi.wav.png,gel
Dataset/0_767_gel_pia.wav.png,gel
Dataset/2_227_gel_voi.wav.png,gel
Dataset/0_396_pia_sax.wav.png,pia
Dataset/2_147_pia.wav.png,pia
Dataset/0_120_voi.wav.png,voi
Dataset/2_697_pia.wav.png,pia
Dataset/0_395_pia_sax.wav.png,pia
Dataset/0_705_gel_org_sax.wav.png,gel
Dataset/2_413_gel_pia.wav.png,gel
Dataset/0_386_gac.wav.png,gac
Dataset/0_517_gel_vio_voi.wav.png,gel
Dataset/2_159_pia.wav.png,pia
Dataset/2_558_voi.wav.png,voi
Dataset/0_706_gel_org.wav.png,gel
Dataset/0_435_gel_voi.wav.png,gel
Dataset/2_449_gac_voi.wav.png,gac
Dataset/0_389_gac.wav.png,gac
Dataset/2_80_pia.wav.png,pia
Dataset/2_444_gac.wav.png,gac
Dataset/2_480_voi.wav.png,voi
Dataset/0_464_voi.wav.png,voi
Dataset/0_169_pia.wav.png,pia
Dataset/0_217_pia_sax.wav.png,pia
Dataset/0_336_cel_vio_voi.wav.png,cel
Dataset/2_555_voi.wav.png,voi
Dataset/0_194_voi.wav.png,voi
Dataset/0_596_pia_tru.wav.png,pia
Dataset/0_23_voi.wav.png,voi
Dataset/2_467_gel_voi.wav.png,gel
Dataset/2_640_gel.wav.png,gel
Dataset/0_165_gac.wav.png,gac
Dataset/2_566_voi.wav.png,voi
Dataset/0_576_gel.wav.png,gel
Dataset/0_709_gel_org.wav.png,gel
Dataset/0_292_gac_gel_sax_tru.wav.png,gac
Dataset/0_240_pia_sax.wav.png,pia
Dataset/0_761_gel_pia.wav.png,gel
Dataset/2_330_pia.wav.png,pia
Dataset/2_86_pia_sax_tru.wav.png,pia
Dataset/2_531_pia.wav.png,pia
Dataset/2_643_org.wav.png,org
Dataset/2_378_pia.wav.png,pia
Dataset/2_57_gel_voi.wav.png,gel
Dataset/2_459_gel_voi.wav.png,gel
Dataset/0_118_pia_voi.wav.png,pia
Dataset/2_90_pia_tru.wav.png,pia
Dataset/2_623_pia_voi.wav.png,pia
Dataset/0_203_voi.wav.png,voi
Dataset/0_392_gac.wav.png,gac
Dataset/0_358_gel_org.wav.png,gel
Dataset/0_226_pia.wav.png,pia
Dataset/0_322_cel_vio_voi.wav.png,cel
Dataset/2_496_gac_voi.wav.png,gac
Dataset/0_800_gac.wav.png,gac
Dataset/0_121_pia_voi.wav.png,pia
Dataset/2_70_pia_voi.wav.png,pia
Dataset/2_654_gel_voi.wav.png,gel
Dataset/0_575_gel.wav.png,gel
Dataset/2_490_gac_voi.wav.png,gac
Dataset/0_560_org_pia.wav.png,org
Dataset/2_392_pia.wav.png,pia
Dataset/0_457_pia_sax_tru.wav.png,pia
Dataset/0_148_gel_voi.wav.png,gel
Dataset/2_395_gel_org_voi.wav.png,gel
Dataset/0_311_pia.wav.png,pia
Dataset/2_722_gel.wav.png,gel
Dataset/2_88_pia_tru.wav.png,pia
Dataset/2_530_pia.wav.png,pia
Dataset/0_629_pia_sax.wav.png,pia
Dataset/2_406_gel.wav.png,gel
Dataset/2_625_pia_voi.wav.png,pia
Dataset/2_198_org_voi.wav.png,org
Dataset/2_579_voi.wav.png,voi
Dataset/2_745_flu_gel_vio.wav.png,flu
Dataset/0_482_gac.wav.png,gac
Dataset/0_538_gel.wav.png,gel
Dataset/0_549_voi.wav.png,voi
Dataset/2_45_gel_voi.wav.png,gel
Dataset/0_497_gac.wav.png,gac
Dataset/0_232_gel_pia_voi.wav.png,gel
Dataset/0_487_gac_vio.wav.png,gac
Dataset/0_702_pia_sax.wav.png,pia
Dataset/0_479_gac_vio.wav.png,gac
Dataset/2_518_gel_org_voi.wav.png,gel
Dataset/2_529_pia_sax.wav.png,pia
Dataset/2_699_pia.wav.png,pia
Dataset/2_83_pia_sax_tru.wav.png,pia
Dataset/0_334_cel_vio_voi.wav.png,cel
Dataset/2_126_voi.wav.png,voi
Dataset/2_34_pia_tru.wav.png,pia
Dataset/0_584_voi.wav.png,voi
Dataset/0_456_pia_sax_tru.wav.png,pia
Dataset/2_755_gel_org.wav.png,gel
Dataset/0_495_flu_gac.wav.png,flu
Dataset/0_563_org_pia.wav.png,org
Dataset/2_337_pia.wav.png,pia
Dataset/0_388_gac.wav.png,gac
Dataset/2_734_gac_gel.wav.png,gac
Dataset/0_344_cel_vio_voi.wav.png,cel
Dataset/2_58_gel_voi.wav.png,gel
Dataset/0_200_voi.wav.png,voi
Dataset/0_195_voi.wav.png,voi
Dataset/0_493_flu_gac.wav.png,flu
Dataset/0_534_gel_pia.wav.png,gel
Dataset/0_719_gel_org_sax.wav.png,gel
Dataset/0_631_pia_sax.wav.png,pia
Dataset/0_285_gac_gel.wav.png,gac
Dataset/2_631_pia_voi.wav.png,pia
Dataset/0_83_pia_sax_tru.wav.png,pia
Dataset/2_666_vio.wav.png,vio
Dataset/2_388_flu.wav.png,flu
Dataset/2_729_gac_gel.wav.png,gac
Dataset/2_71_pia_voi.wav.png,pia
Dataset/2_616_pia.wav.png,pia
Dataset/0_68_pia_tru.wav.png,pia
Dataset/0_319_voi.wav.png,voi
Dataset/2_421_pia_sax.wav.png,pia
Dataset/0_100_pia_voi.wav.png,pia
Dataset/0_45_gel_voi.wav.png,gel
Dataset/0_9_gel_voi.wav.png,gel
Dataset/2_186_gel_org_voi.wav.png,gel
Dataset/2_511_gel_org_voi.wav.png,gel
Dataset/0_84_pia_tru.wav.png,pia
Dataset/0_565_pia_voi.wav.png,pia
Dataset/0_401_pia.wav.png,pia
Dataset/0_60_sax_tru.wav.png,sax
Dataset/2_94_pia.wav.png,pia
Dataset/0_645_pia.wav.png,pia
Dataset/2_691_pia.wav.png,pia
Dataset/0_618_pia.wav.png,pia
Dataset/2_225_gel.wav.png,gel
Dataset/2_759_org.wav.png,org
Dataset/0_126_pia.wav.png,pia
Dataset/2_259_flu_gac.wav.png,flu
Dataset/2_314_vio.wav.png,vio
Dataset/0_698_pia_sax.wav.png,pia
Dataset/0_625_pia.wav.png,pia
Dataset/2_140_gac.wav.png,gac
Dataset/2_404_gel_org_voi.wav.png,gel
Dataset/0_50_gac_voi.wav.png,gac
Dataset/2_55_org.wav.png,org
Dataset/0_681_pia_sax.wav.png,pia
Dataset/2_138_gac.wav.png,gac
Dataset/2_749_voi.wav.png,voi
Dataset/0_674_pia_sax.wav.png,pia
Dataset/2_466_gel_voi.wav.png,gel
Dataset/0_297_gac_tru.wav.png,gac
Dataset/0_646_pia.wav.png,pia
Dataset/0_256_pia.wav.png,pia
Dataset/0_483_gac.wav.png,gac
Dataset/2_582_gac.wav.png,gac
Dataset/2_513_gel_org_voi.wav.png,gel
Dataset/2_372_pia.wav.png,pia
Dataset/0_5_gel_pia.wav.png,gel
Dataset/0_751_gel_pia.wav.png,gel
Dataset/0_485_cel_gac.wav.png,cel
Dataset/2_549_gel_org.wav.png,gel
Dataset/2_7_cel_vio.wav.png,cel
Dataset/2_65_pia_voi.wav.png,pia
Dataset/2_736_gac_gel.wav.png,gac
Dataset/2_232_gel.wav.png,gel
Dataset/0_424_gac_voi.wav.png,gac
Dataset/2_751_gel.wav.png,gel
Dataset/0_798_cla.wav.png,cla
Dataset/2_416_pia_sax.wav.png,pia
Dataset/2_366_pia.wav.png,pia
Dataset/0_422_gac.wav.png,gac
Dataset/0_764_gel_pia.wav.png,gel
Dataset/0_415_gel_org.wav.png,gel
Dataset/2_187_gel_org_voi.wav.png,gel
Dataset/2_262_gac.wav.png,gac
Dataset/0_377_gac.wav.png,gac
Dataset/0_180_pia.wav.png,pia
Dataset/0_668_pia_sax.wav.png,pia
Dataset/2_681_cla_vio.wav.png,cla
Dataset/2_633_gel_voi.wav.png,gel
Dataset/2_425_pia_sax.wav.png,pia
Dataset/2_204_org_voi.wav.png,org
Dataset/0_503_flu_gac.wav.png,flu
Dataset/2_170_gel_pia_voi.wav.png,gel
Dataset/0_412_pia_sax.wav.png,pia
Dataset/0_665_org_voi.wav.png,org
Dataset/2_121_gac_gel.wav.png,gac
Dataset/0_274_gel_org.wav.png,gel
Dataset/0_110_pia_voi.wav.png,pia
Dataset/0_799_gac.wav.png,gac
Dataset/0_449_gel_voi.wav.png,gel
Dataset/2_29_gac_gel_voi.wav.png,gac
Dataset/2_405_gel_org_voi.wav.png,gel
Dataset/2_724_flu_gel_sax.wav.png,flu
Dataset/2_426_pia_sax.wav.png,pia
Dataset/0_765_gel_pia.wav.png,gel
Dataset/0_442_gel_voi.wav.png,gel
Dataset/0_182_pia_sax.wav.png,pia
Dataset/2_568_voi.wav.png,voi
Dataset/2_460_gel_voi.wav.png,gel
Dataset/0_641_pia.wav.png,pia
Dataset/2_448_voi.wav.png,voi
Dataset/0_710_gel_org.wav.png,gel
Dataset/0_700_pia_sax.wav.png,pia
Dataset/0_582_voi.wav.png,voi
Dataset/2_256_flu_gac_voi.wav.png,flu
Dataset/2_333_pia.wav.png,pia
Dataset/0_744_flu_pia.wav.png,flu
Dataset/2_123_voi.wav.png,voi
Dataset/0_460_pia_voi.wav.png,pia
Dataset/2_371_pia.wav.png,pia
Dataset/0_2_gel_voi.wav.png,gel
Dataset/2_712_flu_gac_org_pia.wav.png,flu
Dataset/0_24_voi.wav.png,voi
Dataset/2_137_gac_voi.wav.png,gac
Dataset/0_758_voi.wav.png,voi
Dataset/2_453_gel.wav.png,gel
Dataset/2_420_pia_sax.wav.png,pia
Dataset/0_794_cla.wav.png,cla
Dataset/0_733_gel_voi.wav.png,gel
Dataset/2_230_gel_voi.wav.png,gel
Dataset/2_641_org.wav.png,org
Dataset/0_573_org_pia.wav.png,org
Dataset/2_89_pia_tru.wav.png,pia
Dataset/0_145_gel.wav.png,gel
Dataset/2_30_gac_gel.wav.png,gac
Dataset/2_399_gel.wav.png,gel
Dataset/2_110_gac_gel_pia.wav.png,gac
Dataset/0_59_gac_voi.wav.png,gac
Dataset/2_120_gac_gel.wav.png,gac
Dataset/2_414_gel_pia.wav.png,gel
Dataset/2_437_gac_gel.wav.png,gac
Dataset/2_409_gel_pia.wav.png,gel
Dataset/0_102_pia_voi.wav.png,pia
Dataset/2_160_gel_voi.wav.png,gel
Dataset/2_331_pia.wav.png,pia
Dataset/0_604_pia.wav.png,pia
Dataset/0_112_pia_voi.wav.png,pia
Dataset/0_196_voi.wav.png,voi
Dataset/2_354_pia.wav.png,pia
Dataset/0_667_pia_sax.wav.png,pia
Dataset/2_114_gac_gel.wav.png,gac
Dataset/2_233_gel_voi.wav.png,gel
Dataset/2_1_cel_vio.wav.png,cel
Dataset/2_485_gac.wav.png,gac
Dataset/2_28_gac_gel_voi.wav.png,gac
Dataset/0_477_gac_vio.wav.png,gac
Dataset/0_307_pia_sax.wav.png,pia
Dataset/0_742_pia.wav.png,pia
Dataset/2_715_gac_voi.wav.png,gac
Dataset/0_157_gac.wav.png,gac
Dataset/0_125_pia.wav.png,pia
Dataset/0_3_gel_voi.wav.png,gel
Dataset/0_14_pia_voi.wav.png,pia
Dataset/0_294_gac_gel_sax_tru.wav.png,gac
Dataset/0_486_gac_vio.wav.png,gac
Dataset/0_475_gac_vio.wav.png,gac
Dataset/0_539_gel.wav.png,gel
Dataset/0_462_pia_voi.wav.png,pia
Dataset/2_743_gel_vio_voi.wav.png,gel
Dataset/0_531_gel_pia.wav.png,gel
Dataset/0_559_voi.wav.png,voi
Dataset/2_533_sax.wav.png,sax
Dataset/0_474_gac_vio.wav.png,gac
Dataset/0_616_pia_voi.wav.png,pia
Dataset/0_251_pia.wav.png,pia
Dataset/2_554_gel_org.wav.png,gel
Dataset/2_323_pia.wav.png,pia
Dataset/2_738_gel.wav.png,gel
Dataset/2_217_pia_sax.wav.png,pia
Dataset/0_284_gac_gel.wav.png,gac
Dataset/0_366_gel_org_sax.wav.png,gel
Dataset/0_433_gel_voi.wav.png,gel
Dataset/0_753_flu_pia.wav.png,flu
Dataset/0_529_gel_pia.wav.png,gel
Dataset/2_343_pia.wav.png,pia
Dataset/0_63_pia_tru.wav.png,pia
Dataset/0_30_gel_voi.wav.png,gel
Dataset/0_647_pia.wav.png,pia
Dataset/2_0_cel_vio.wav.png,cel
Dataset/2_100_cla.wav.png,cla
Dataset/0_10_gel.wav.png,gel
Dataset/0_787_pia_sax_tru.wav.png,pia
Dataset/0_662_org_voi.wav.png,org
Dataset/0_78_pia.wav.png,pia
Dataset/0_489_gac_vio.wav.png,gac
Dataset/0_384_gac.wav.png,gac
Dataset/2_544_voi.wav.png,voi
Dataset/2_312_vio.wav.png,vio
Dataset/2_435_gac.wav.png,gac
Dataset/0_51_gac_voi.wav.png,gac
Dataset/2_706_flu_gac_org_pia_voi.wav.png,flu
Dataset/2_327_pia.wav.png,pia
Dataset/0_472_gac_vio.wav.png,gac
Dataset/2_309_vio.wav.png,vio
Dataset/2_290_flu_pia.wav.png,flu
Dataset/2_690_vio.wav.png,vio
Dataset/0_75_pia_tru.wav.png,pia
Dataset/0_343_cel_vio_voi.wav.png,cel
Dataset/2_342_pia.wav.png,pia
Dataset/0_224_pia.wav.png,pia
Dataset/0_359_gel_org_sax.wav.png,gel
Dataset/0_721_gel_org_sax.wav.png,gel
Dataset/0_308_pia_sax.wav.png,pia
Dataset/2_190_org_voi.wav.png,org
Dataset/0_155_gac.wav.png,gac
Dataset/0_650_pia.wav.png,pia
Dataset/0_21_gel_voi.wav.png,gel
Dataset/0_699_pia_sax.wav.png,pia
Dataset/0_275_gac_tru.wav.png,gac
Dataset/2_522_pia_sax.wav.png,pia
Dataset/2_251_flu_gac_voi.wav.png,flu
Dataset/2_536_pia_sax.wav.png,pia
Dataset/2_27_gac_gel.wav.png,gac
Dataset/0_617_pia_voi.wav.png,pia
Dataset/0_716_gel_org_sax.wav.png,gel
Dataset/2_760_gel_org.wav.png,gel
Dataset/2_614_voi.wav.png,voi
Dataset/0_639_pia_sax.wav.png,pia
Dataset/0_381_gac.wav.png,gac
Dataset/2_345_pia.wav.png,pia
Dataset/0_445_gel_voi.wav.png,gel
Dataset/0_427_gac_voi.wav.png,gac
Dataset/0_726_gel.wav.png,gel
Dataset/2_628_pia_voi.wav.png,pia
Dataset/0_756_voi.wav.png,voi
Dataset/0_295_gac_gel_sax_tru.wav.png,gac
Dataset/0_648_pia.wav.png,pia
Dataset/0_632_pia_sax.wav.png,pia
Dataset/2_436_gac_gel.wav.png,gac
Dataset/2_645_voi.wav.png,voi
Dataset/0_342_cel_vio_voi.wav.png,cel
Dataset/2_373_pia.wav.png,pia
Dataset/0_793_cla.wav.png,cla
Dataset/0_476_gac.wav.png,gac
Dataset/2_570_voi.wav.png,voi
Dataset/2_277_pia_sax.wav.png,pia
Dataset/0_685_pia_tru.wav.png,pia
Dataset/2_279_pia_sax_tru.wav.png,pia
Dataset/2_174_gel_voi.wav.png,gel
Dataset/0_137_gac.wav.png,gac
Dataset/2_176_voi.wav.png,voi
Dataset/0_420_voi.wav.png,voi
Dataset/0_642_pia.wav.png,pia
Dataset/2_209_gac_pia.wav.png,gac
Dataset/2_564_voi.wav.png,voi
Dataset/2_757_org.wav.png,org
Dataset/0_673_pia.wav.png,pia
Dataset/0_238_pia.wav.png,pia
Dataset/2_252_gac_voi.wav.png,gac
Dataset/2_15_gac_gel.wav.png,gac
Dataset/0_410_pia_sax.wav.png,pia
Dataset/2_319_vio.wav.png,vio
Dataset/0_583_voi.wav.png,voi
Dataset/2_514_gel_org.wav.png,gel
Dataset/0_470_gac_vio.wav.png,gac
Dataset/2_234_gel.wav.png,gel
Dataset/2_680_vio.wav.png,vio
Dataset/2_539_pia_sax.wav.png,pia
Dataset/0_718_gel_org_sax.wav.png,gel
Dataset/0_152_gac.wav.png,gac
Dataset/0_784_pia_sax_tru.wav.png,pia
Dataset/0_407_pia_sax.wav.png,pia
Dataset/2_242_gel_voi.wav.png,gel
Dataset/0_788_pia.wav.png,pia
Dataset/0_423_gac_voi.wav.png,gac
Dataset/2_532_pia_sax.wav.png,pia
Dataset/0_42_gel.wav.png,gel
Dataset/2_229_gel_voi.wav.png,gel
Dataset/2_451_gac_voi.wav.png,gac
Dataset/0_658_org_voi.wav.png,org
Dataset/0_574_gel_org_pia.wav.png,gel
Dataset/2_401_gel_org_voi.wav.png,gel
Dataset/0_594_pia_tru.wav.png,pia
Dataset/0_416_gel_org.wav.png,gel
Dataset/2_470_gel.wav.png,gel
Dataset/0_300_gel_sax_tru.wav.png,gel
Dataset/2_578_voi.wav.png,voi
Dataset/0_4_gel_voi.wav.png,gel
Dataset/0_267_gel_org.wav.png,gel
Dataset/0_113_pia_voi.wav.png,pia
Dataset/2_667_vio.wav.png,vio
Dataset/2_606_flu_voi.wav.png,flu
Dataset/0_348_cel_vio_voi.wav.png,cel
Dataset/2_155_pia.wav.png,pia
Dataset/0_337_voi.wav.png,voi
Dataset/0_162_gac.wav.png,gac
Dataset/2_316_vio.wav.png,vio
Dataset/2_478_voi.wav.png,voi
Dataset/2_199_org_voi.wav.png,org
Dataset/2_702_gac_voi.wav.png,gac
Dataset/0_56_gac_voi.wav.png,gac
